time,CH1,CH2,CH3,CH4
seconds,AMP,VOLT,VOLT,VOLT
1X,10X,10X,10X,10X
1621048744,8.000000e-02,8.000000e-02,3.080000e+00,4.000000e-02
1621048746,8.000000e-02,8.000000e-02,3.080000e+00,4.000000e-02
1621048747,8.000000e-02,8.000000e-02,3.080000e+00,4.000000e-02
